state,district,age_0_5,age_5_17,age_18_greater,total_enrol,share_0_5,share_5_17,share_18_plus,child_to_adult_ratio,age_category,cv_enrol,child_share,cluster
Jharkhand,Simdega,1277,511,13,1801,0.7090505274847307,0.28373126041088287,0.007218212104386452,137.53846153740355,Child-Heavy,0.6391339136876838,0.9927817878956136,0
Jharkhand,West Singhbhum,2923,1680,32,4635,0.6306364617044229,0.36245954692556637,0.006903991370010788,143.84374999955048,Child-Heavy,0.9131635696725321,0.9930960086299893,0
Karnataka,Bagalkot,5477,810,78,6365,0.8604870384917518,0.1272584446190102,0.01225451688923802,80.60256410246076,Child-Heavy,0.711373294861081,0.9877454831107619,0
Karnataka,Bagalkot *,116,19,0,135,0.8592592592592593,0.14074074074074075,0.0,1350000000000.0,Child-Heavy,0.8239371164984485,1.0,4
Karnataka,Ballari,1600,170,47,1817,0.8805723720418271,0.09356081452944413,0.025866813428728673,37.659574468004976,Child-Heavy,0.6703285318457943,0.9741331865712712,0
Karnataka,Bangalore,3562,735,1,4298,0.8287575616565844,0.17100977198697068,0.00023266635644485808,4296.9999995703,Child-Heavy,0.5479702218211396,0.9997673336435551,0
Karnataka,Bangalore Rural,1848,209,87,2144,0.8619402985074627,0.09748134328358209,0.04057835820895522,23.643678160892364,Child-Heavy,1.057009520607208,0.9594216417910447,0
Karnataka,Belagavi,4898,427,89,5414,0.9046915404506835,0.07886959734022904,0.01643886220908755,59.831460674090074,Child-Heavy,0.5839444029413383,0.9835611377909125,0
Karnataka,Belgaum,3298,491,2,3791,0.8699551569506726,0.1295172777631232,0.0005275652862041678,1894.499999905275,Child-Heavy,0.5609975715878417,0.9994724347137958,0
Karnataka,Bellary,1793,303,1,2097,0.855030996661898,0.14449213161659513,0.0004768717215069146,2095.9999997904,Child-Heavy,0.6581806822974648,0.9995231282784931,0
Karnataka,Bengaluru,14829,5111,2298,22238,0.6668315495997842,0.22983181940822017,0.10333663099199568,8.677110530896053,Child-Heavy,3.2559362477802094,0.8966633690080044,1
Karnataka,Bengaluru Rural,1439,730,150,2319,0.6205260888313928,0.31479085812850366,0.0646830530401035,14.45999999999036,Child-Heavy,1.216258211322241,0.9353169469598965,0
Karnataka,Bengaluru South,10,122,3,135,0.07407407407407407,0.9037037037037037,0.022222222222222223,43.99999999853333,Child-Heavy,1.082731588280678,0.9777777777777777,4
Karnataka,Bengaluru Urban,11188,6794,1738,19720,0.567342799188641,0.3445233265720081,0.08813387423935092,10.346375143842902,Child-Heavy,1.0839081577448826,0.9118661257606491,0
Karnataka,Bidar,3878,879,60,4817,0.8050653933983807,0.182478721195765,0.012455885405854267,79.2833333332012,Child-Heavy,0.6565173257854401,0.9875441145941457,0
Karnataka,Bijapur,2083,622,5,2710,0.7686346863468635,0.22952029520295203,0.0018450184501845018,540.99999998918,Child-Heavy,0.7007786685007621,0.9981549815498155,0
Karnataka,Chamarajanagar,144,11,0,155,0.9290322580645162,0.07096774193548387,0.0,1550000000000.0,Child-Heavy,0.797298137470398,1.0,4
Karnataka,Chamrajanagar,1366,159,14,1539,0.8875893437296946,0.10331384015594541,0.009096816114359974,108.92857142779337,Child-Heavy,0.5548419940595428,0.9909031838856399,4
Karnataka,Chamrajnagar,179,13,0,192,0.9322916666666666,0.06770833333333333,0.0,1920000000000.0,Child-Heavy,0.6648885538030521,1.0,4
Karnataka,Chickmagalur,833,85,0,918,0.9074074074074074,0.09259259259259259,0.0,9180000000000.0,Child-Heavy,0.695135440373508,1.0,4
Karnataka,Chikkaballapur,2736,284,14,3034,0.9017798286090969,0.0936058009228741,0.004614370468029005,215.7142857127449,Child-Heavy,0.6882827772586907,0.995385629531971,0
Karnataka,Chikkamagaluru,623,70,33,726,0.8581267217630854,0.09641873278236915,0.045454545454545456,20.999999999936364,Child-Heavy,0.5923603114893343,0.9545454545454545,4
Karnataka,Chikmagalur,66,4,0,70,0.9428571428571428,0.05714285714285714,0.0,700000000000.0,Child-Heavy,0.7586364006210099,1.0,4
Karnataka,Chitradurga,3934,311,45,4290,0.917016317016317,0.07249417249417249,0.01048951048951049,94.3333333331237,Child-Heavy,0.8050325164988934,0.9895104895104895,0
Karnataka,Dakshina Kannada,5729,509,74,6312,0.9076362484157161,0.08064005069708492,0.011723700887198986,84.29729729718338,Child-Heavy,0.7447436645089909,0.988276299112801,0
Karnataka,Davanagere,273,31,0,304,0.8980263157894737,0.10197368421052631,0.0,3040000000000.0,Child-Heavy,0.6901146637500998,1.0,4
Karnataka,Davangere,3597,286,41,3924,0.9166666666666666,0.0728848114169215,0.010448521916411825,94.70731707293973,Child-Heavy,0.8653357165845894,0.9895514780835881,0
Karnataka,Dharwad,4636,343,17,4996,0.9279423538831065,0.06865492393915132,0.0034027221777421937,292.88235293945365,Child-Heavy,0.7002947561280345,0.9965972778222578,0
Karnataka,Gadag,3755,320,18,4093,0.9174199853408258,0.07818226239921817,0.004397752259956022,226.3888888876312,Child-Heavy,0.7992272733458685,0.995602247740044,0
Karnataka,Gadag *,50,6,0,56,0.8928571428571429,0.10714285714285714,0.0,560000000000.0,Child-Heavy,0.6651287945304244,1.0,4
Karnataka,Gulbarga,2378,468,0,2846,0.8355586788475052,0.16444132115249474,0.0,28460000000000.0,Child-Heavy,0.5867040447123771,1.0,0
Karnataka,Hasan,704,36,0,740,0.9513513513513514,0.04864864864864865,0.0,7400000000000.0,Child-Heavy,0.6612940097172074,1.0,4
Karnataka,Hassan,1799,113,18,1930,0.9321243523316062,0.05854922279792746,0.00932642487046632,106.22222222163211,Child-Heavy,0.5605570176817751,0.9906735751295337,0
Karnataka,Haveri,3517,250,56,3823,0.9199581480512686,0.06539366989275439,0.014648182055976981,67.26785714273701,Child-Heavy,0.651835292703391,0.985351817944023,0
Karnataka,Haveri *,50,3,0,53,0.9433962264150944,0.05660377358490566,0.0,530000000000.0,Child-Heavy,0.6016508971319785,1.0,4
Karnataka,Kalaburagi,2024,338,68,2430,0.8329218106995885,0.1390946502057613,0.027983539094650206,34.73529411759598,Child-Heavy,1.0736880626980025,0.9720164609053498,0
Karnataka,Kodagu,1074,72,41,1187,0.9048020219039595,0.060657118786857624,0.03454085930918281,27.951219512126947,Child-Heavy,1.0041284175313487,0.9654591406908172,4
Karnataka,Kolar,3706,305,31,4042,0.9168728352300841,0.07545769421078674,0.007669470559129144,129.38709677377616,Child-Heavy,0.7015293731337962,0.9923305294408709,0
Karnataka,Koppal,4634,635,48,5317,0.8715441038179425,0.11942824901260109,0.00902764716945646,109.77083333310463,Child-Heavy,0.7710478011527261,0.9909723528305435,0
Karnataka,Mandya,3353,149,43,3545,0.945839210155148,0.042031029619181946,0.012129760225669958,81.44186046492688,Child-Heavy,0.749143393326217,0.98787023977433,0
Karnataka,Mysore,2092,152,2,2246,0.931433659839715,0.06767586821015138,0.0008904719501335708,1121.9999999439,Child-Heavy,0.7608944734750753,0.9991095280498664,0
Karnataka,Mysuru,2460,376,165,3001,0.8197267577474175,0.12529156947684106,0.05498167277574142,17.18787878786837,Child-Heavy,1.6284897472334303,0.9450183272242586,0
Karnataka,Raichur,7413,2002,102,9517,0.7789219291793632,0.2103604076914994,0.010717663129137333,92.30392156853695,Child-Heavy,0.6881792902751993,0.9892823368708626,0
Karnataka,Ramanagar,2298,371,11,2680,0.8574626865671642,0.13843283582089552,0.004104477611940298,242.63636363415785,Child-Heavy,0.7059731318130227,0.9958955223880597,0
Karnataka,Ramanagara,168,24,12,204,0.8235294117647058,0.11764705882352941,0.058823529411764705,15.999999999866667,Child-Heavy,0.0,0.9411764705882353,4
Karnataka,Shimoga,1513,103,0,1616,0.9362623762376238,0.06373762376237624,0.0,16160000000000.0,Child-Heavy,0.666527570753418,1.0,0
Karnataka,Shivamogga,1253,123,33,1409,0.8892831795599716,0.08729595457771469,0.0234208658623137,41.69696969684334,Child-Heavy,0.6502665054113924,0.9765791341376863,4
Karnataka,Tumakuru,2039,125,40,2204,0.9251361161524501,0.05671506352087114,0.018148820326678767,54.09999999986475,Child-Heavy,0.7518190386132225,0.9818511796733213,0
Karnataka,Tumkur,1668,122,0,1790,0.9318435754189944,0.06815642458100558,0.0,17900000000000.0,Child-Heavy,0.6345239816918076,1.0,0
Karnataka,Udupi,3312,207,42,3561,0.9300758213984835,0.05812973883740522,0.011794439764111205,83.78571428551479,Child-Heavy,0.7504210278918497,0.9882055602358888,0
Karnataka,Uttara Kannada,3140,215,30,3385,0.9276218611521418,0.06351550960118169,0.008862629246676515,111.83333333296056,Child-Heavy,0.7420939878121823,0.9911373707533235,0
Karnataka,Vijayanagara,989,145,32,1166,0.8481989708404802,0.12435677530017153,0.0274442538593482,35.437499999889255,Child-Heavy,0.6492907220807391,0.9725557461406518,4
Karnataka,Vijayapura,2540,497,47,3084,0.8236057068741893,0.1611543450064851,0.01523994811932555,64.61702127645826,Child-Heavy,1.0347857219194763,0.9847600518806744,0
Karnataka,Yadgir,4133,1118,96,5347,0.7729567982046007,0.20908920890218816,0.017953992893211146,54.697916666609686,Child-Heavy,1.0269634100724045,0.9820460071067889,0
Kerala,Alappuzha,2478,870,126,3474,0.7132987910189983,0.2504317789291883,0.03626943005181347,26.571428571407484,Child-Heavy,0.6648496982621359,0.9637305699481866,0
Kerala,Ernakulam,4107,1794,320,6221,0.6601832502813053,0.28837807426458767,0.051438675454107054,18.440624999994238,Child-Heavy,0.6588013678050969,0.948561324545893,0
Kerala,Idukki,1370,265,28,1663,0.8238123872519543,0.15935057125676488,0.01683704149128082,58.3928571426486,Child-Heavy,0.6626961128683606,0.9831629585087192,0
Kerala,Kannur,3930,1701,227,5858,0.6708774325708433,0.29037214066234207,0.03875042676681461,24.80616740087013,Child-Heavy,0.6790832096508552,0.9612495732331854,0
Kerala,Kasaragod,2443,725,53,3221,0.7584601055572804,0.22508537721204594,0.016454517230673704,59.773584905547594,Child-Heavy,0.6865844635995975,0.9835454827693263,0
Kerala,Kasargod,128,36,0,164,0.7804878048780488,0.21951219512195122,0.0,1640000000000.0,Child-Heavy,0.6479323297181402,1.0,4
Kerala,Kollam,3733,1025,211,4969,0.7512577983497686,0.20627892936204467,0.042463272288186756,22.54976303316467,Child-Heavy,0.6611910726860319,0.9575367277118132,0
Kerala,Kottayam,2396,776,52,3224,0.7431761786600496,0.24069478908188585,0.016129032258064516,60.99999999988269,Child-Heavy,0.6329498218863083,0.9838709677419355,0
Kerala,Kozhikode,4509,1897,203,6609,0.6822514752610077,0.287032834014223,0.030715690724769255,31.556650246289877,Child-Heavy,0.7266341551353286,0.9692843092752308,0
Kerala,Malappuram,10095,4057,244,14396,0.701236454570714,0.281814392886913,0.01694915254237288,57.99999999997623,Child-Heavy,0.8012161855350154,0.983050847457627,0
Kerala,Palakkad,5125,1362,165,6652,0.7704449789536981,0.2047504509921828,0.02480457005411906,39.31515151512769,Child-Heavy,0.753104696300617,0.9751954299458809,0
Kerala,Pathanamthitta,1361,465,71,1897,0.7174486030574592,0.24512387981022668,0.03742751713231418,25.718309859118705,Child-Heavy,0.61313203253344,0.9625724828676858,0
Kerala,Thiruvananthapuram,4731,1372,418,6521,0.7255022235853397,0.21039717834687932,0.06410059806778101,14.600478468896029,Child-Heavy,0.7570421172669668,0.935899401932219,0
Kerala,Thrissur,4808,1645,482,6935,0.693294881038212,0.23720259552992068,0.06950252343186734,13.387966804976475,Child-Heavy,0.8414467455814312,0.9304974765681326,0
Kerala,Wayanad,1259,232,18,1509,0.8343273691186216,0.15374420145791914,0.011928429423459244,82.83333333287315,Child-Heavy,0.7344258353997636,0.9880715705765407,4
Ladakh,Kargil,214,76,4,294,0.7278911564625851,0.2585034013605442,0.013605442176870748,72.4999999981875,Child-Heavy,0.8424562461472264,0.9863945578231292,4
Ladakh,Leh,78,10,10,98,0.7959183673469388,0.10204081632653061,0.10204081632653061,8.799999999912,Child-Heavy,0.733355371186721,0.8979591836734694,4
Lakshadweep,Lakshadweep,188,10,1,199,0.9447236180904522,0.05025125628140704,0.005025125628140704,197.9999999802,Child-Heavy,0.7337635604904507,0.9949748743718593,4
Madhya Pradesh,Agar Malwa,1400,298,12,1710,0.8187134502923976,0.1742690058479532,0.007017543859649123,141.49999999882084,Child-Heavy,0.9287857090653601,0.9929824561403509,0
Madhya Pradesh,Alirajpur,3088,2631,269,5988,0.5156980627922512,0.4393787575150301,0.04492317969271877,21.260223048319236,Child-Heavy,1.9261654735365397,0.9550768203072812,0
Madhya Pradesh,Anuppur,2527,310,10,2847,0.8876009834913945,0.10888654724271163,0.0035124692658939235,283.699999997163,Child-Heavy,0.9088106785250578,0.9964875307341061,0
Madhya Pradesh,Ashok Nagar,3109,1067,156,4332,0.7176823638042474,0.24630655586334257,0.036011080332409975,26.76923076921361,Child-Heavy,1.245682774352296,0.96398891966759,0
Madhya Pradesh,Ashoknagar,1106,750,82,1938,0.5706914344685242,0.38699690402476783,0.04231166150670795,22.634146341435812,Child-Heavy,0.3794587473859306,0.957688338493292,0
Madhya Pradesh,Balaghat,6037,533,28,6598,0.9149742346165505,0.0807820551682328,0.004243710215216732,234.64285714201915,Child-Heavy,0.7274571126960544,0.9957562897847833,0
Madhya Pradesh,Barwani,8759,4635,418,13812,0.6341587025774689,0.3355777584708949,0.03026353895163626,32.04306220094927,Child-Heavy,2.1848368876328648,0.9697364610483638,0
Madhya Pradesh,Betul,6452,1193,119,7764,0.8310149407521896,0.15365790829469345,0.01532715095311695,64.2436974789376,Child-Heavy,0.9763228434151532,0.984672849046883,0
Madhya Pradesh,Bhind,7657,4484,580,12721,0.6019180882006132,0.3524880119487462,0.045593899850640676,20.932758620686045,Child-Heavy,2.4884154064194206,0.9544061001493593,1
Madhya Pradesh,Bhopal,10097,1380,154,11631,0.8681110824520677,0.11864843951508898,0.013240478032843265,74.52597402592563,Child-Heavy,0.7350589087600441,0.9867595219671567,0
Madhya Pradesh,Burhanpur,4616,1892,243,6751,0.6837505554732632,0.2802547770700637,0.03599466745667308,26.781893004104205,Child-Heavy,2.4420333888894716,0.9640053325433269,1
Madhya Pradesh,Chhatarpur,11172,5112,357,16641,0.6713538849828736,0.3071930773391022,0.02145303767802416,45.613445378138486,Child-Heavy,1.5258543958538826,0.9785469623219758,0
Madhya Pradesh,Chhindwara,8003,608,46,8657,0.9244541989141735,0.07023218204920874,0.005313619036617766,187.1956521735061,Child-Heavy,0.6778550565033338,0.9946863809633822,0
Madhya Pradesh,Damoh,4956,923,46,5925,0.8364556962025317,0.15578059071729958,0.007763713080168776,127.80434782580912,Child-Heavy,0.6852592968078989,0.9922362869198312,0
Madhya Pradesh,Datia,3774,1559,43,5376,0.7020089285714286,0.28999255952380953,0.007998511904761904,124.02325581366506,Child-Heavy,0.9134550432184942,0.9920014880952381,0
Madhya Pradesh,Dewas,7554,1801,91,9446,0.7997035782341732,0.19066271437645566,0.009633707389371162,102.80219780208483,Child-Heavy,0.8054105401627588,0.9903662926106288,0
Madhya Pradesh,Dhar,7885,3011,282,11178,0.7054034711039542,0.2693684022186438,0.02522812667740204,38.638297872326724,Child-Heavy,0.915722961921789,0.974771873322598,0
Madhya Pradesh,Dindori,2297,234,1,2532,0.9071879936808847,0.0924170616113744,0.00039494470774091627,2530.9999997469,Child-Heavy,0.8280829309452112,0.9996050552922591,0
Madhya Pradesh,East Nimar,1423,840,20,2283,0.6233026719229084,0.3679369250985545,0.008760402978537012,113.14999999943426,Child-Heavy,1.3462781025762056,0.9912395970214629,0
Madhya Pradesh,Guna,6516,1917,64,8497,0.7668588913734259,0.22560903848417088,0.007532070142403201,131.7656249997941,Child-Heavy,0.820885045295856,0.9924679298575968,0
Madhya Pradesh,Gwalior,10327,4431,656,15414,0.6699753470870637,0.28746594005449594,0.04255871285844038,22.496951219508762,Child-Heavy,1.7535654445105777,0.9574412871415596,0
Madhya Pradesh,Harda,1075,237,13,1325,0.8113207547169812,0.17886792452830189,0.009811320754716982,100.9230769223006,Child-Heavy,0.798978471401375,0.9901886792452831,4
Madhya Pradesh,Harda *,197,37,0,234,0.8418803418803419,0.1581196581196581,0.0,2340000000000.0,Child-Heavy,0.9640447796761773,1.0,4
Madhya Pradesh,Hoshangabad,3816,637,12,4465,0.8546472564389698,0.14266517357222844,0.0026875699888017916,371.083333330241,Child-Heavy,0.7894608051987022,0.9973124300111982,0
Madhya Pradesh,Indore,13567,4102,548,18217,0.7447439205138058,0.22517428775319756,0.030081791732996653,32.24270072992112,Child-Heavy,1.1627604665024776,0.9699182082670034,0
Madhya Pradesh,Jabalpur,9976,1592,100,11668,0.8549880013712718,0.13644154953719576,0.008570449091532397,115.67999999988432,Child-Heavy,0.6525484650740824,0.9914295509084676,0
Madhya Pradesh,Jhabua,5707,4049,240,9996,0.5709283713485395,0.405062024809924,0.024009603841536616,40.649999999983066,Child-Heavy,1.1095933758401686,0.9759903961584635,0
Madhya Pradesh,Katni,7845,2208,115,10168,0.7715381589299763,0.21715184893784423,0.011309992132179387,87.4173913042718,Child-Heavy,0.7658609369306901,0.9886900078678206,0
Madhya Pradesh,Khandwa,1564,691,59,2314,0.675885911840968,0.2986171132238548,0.02549697493517718,38.220338982986064,Child-Heavy,2.0690873927642683,0.9745030250648228,0
Madhya Pradesh,Khargone,7396,3221,356,10973,0.6740180442905314,0.29353868586530574,0.032443269844162945,29.82303370785679,Child-Heavy,2.6288893613735707,0.9675567301558371,1
Madhya Pradesh,Maihar,198,12,13,223,0.8878923766816144,0.053811659192825115,0.05829596412556054,16.153846153721894,Child-Heavy,0.7060813069617413,0.9417040358744395,4
Madhya Pradesh,Mandla,4319,243,5,4567,0.9456973943507773,0.0532077950514561,0.0010948105977665863,912.399999981752,Child-Heavy,0.7226114519037942,0.9989051894022334,0
Madhya Pradesh,Mandsaur,7233,790,24,8047,0.89884428979744,0.09817323226046974,0.00298247794209022,334.2916666652738,Child-Heavy,0.8111735037707194,0.9970175220579097,0
Madhya Pradesh,Mauganj,215,32,1,248,0.8669354838709677,0.12903225806451613,0.004032258064516129,246.9999999753,Child-Heavy,0.8497053843375205,0.9959677419354839,4
Madhya Pradesh,Morena,10724,5289,560,16573,0.6470765703252278,0.31913353044107884,0.033789899233693355,28.59464285713775,Child-Heavy,1.5181030629227408,0.9662101007663066,0
Madhya Pradesh,Narmadapuram,233,40,13,286,0.8146853146853147,0.13986013986013987,0.045454545454545456,20.99999999983846,Child-Heavy,0.6704640747548158,0.9545454545454546,4
Madhya Pradesh,Narsimhapur,595,136,0,731,0.813953488372093,0.18604651162790697,0.0,7310000000000.0,Child-Heavy,0.750136888232121,1.0,4
Madhya Pradesh,Narsinghpur,2385,808,66,3259,0.7318195765572262,0.24792881251917767,0.020251610923596196,48.378787878714576,Child-Heavy,1.1583916269730457,0.9797483890764038,0
Madhya Pradesh,Neemuch,3987,734,17,4738,0.8414943013929929,0.15491768678767412,0.003588011819333052,277.70588235130765,Child-Heavy,0.7197421896655423,0.996411988180667,0
Madhya Pradesh,Niwari,70,6,7,83,0.8433734939759037,0.07228915662650602,0.08433734939759036,10.857142856987755,Child-Heavy,0.6941264896561279,0.9156626506024097,4
Madhya Pradesh,Pandhurna,27,0,24,51,0.5294117647058824,0.0,0.47058823529411764,1.1249999999953126,Balanced,1.7325950829175059,0.5294117647058824,3
Madhya Pradesh,Panna,6713,2374,128,9215,0.7284861638632664,0.2576234400434075,0.0138903960933261,70.99218749994455,Child-Heavy,0.7084424859584398,0.9861096039066739,0
Madhya Pradesh,Raisen,6028,1210,121,7359,0.8191330343796711,0.16442451420029897,0.016442451420029897,59.81818181813238,Child-Heavy,0.8073418362926131,0.9835575485799701,0
Madhya Pradesh,Rajgarh,6381,1535,34,7950,0.8026415094339623,0.19308176100628932,0.004276729559748427,232.82352941107993,Child-Heavy,1.0227500775031992,0.9957232704402517,0
Madhya Pradesh,Ratlam,6318,1427,75,7820,0.8079283887468031,0.18248081841432226,0.00959079283887468,103.26666666652898,Child-Heavy,0.7286636501453402,0.9904092071611253,0
Madhya Pradesh,Rewa,8045,1302,29,9376,0.8580418088737202,0.13886518771331058,0.0030930034129692833,322.3103448264748,Child-Heavy,0.605751537843223,0.9969069965870307,0
Madhya Pradesh,Sagar,10921,1821,367,13109,0.8330917690136548,0.13891219772675262,0.027996033259592646,34.719346049036865,Child-Heavy,0.9526764361062248,0.9720039667404075,0
Madhya Pradesh,Satna,9453,1701,127,11281,0.8379576278698697,0.1507845049197766,0.011257867210353692,87.82677165347415,Child-Heavy,0.6087516345597088,0.9887421327896463,0
Madhya Pradesh,Sehore,4398,1078,54,5530,0.7952983725135624,0.1949367088607595,0.00976491862567812,101.40740740721961,Child-Heavy,1.3947056277890406,0.9902350813743219,0
Madhya Pradesh,Seoni,5480,510,8,5998,0.9136378792930977,0.08502834278092697,0.001333777925975325,748.7499999906406,Child-Heavy,0.7074215754348264,0.9986662220740247,0
Madhya Pradesh,Shahdol,3773,724,55,4552,0.8288664323374341,0.15905096660808435,0.012082601054481546,81.7636363634877,Child-Heavy,0.8183493906613084,0.9879173989455184,0
Madhya Pradesh,Shajapur,5294,947,16,6257,0.8460923765382772,0.15135048745405147,0.002557136007671408,390.06249999756216,Child-Heavy,0.7306236863859876,0.9974428639923286,0
Madhya Pradesh,Sheopur,3207,2194,136,5537,0.579194509662272,0.39624345313346576,0.024562037204262237,39.71323529408845,Child-Heavy,1.5548996130195343,0.9754379627957378,0
Madhya Pradesh,Shivpuri,6464,3869,597,10930,0.5913998170173833,0.35397987191216834,0.054620311070448305,17.30820770518973,Child-Heavy,0.9552415008008308,0.9453796889295516,0
Madhya Pradesh,Sidhi,4855,568,12,5435,0.8932842686292548,0.10450781968721251,0.0022079116835326588,451.9166666629007,Child-Heavy,0.6589450417028722,0.9977920883164673,0
Madhya Pradesh,Singrauli,5099,782,15,5896,0.8648236092265943,0.13263229308005428,0.002544097693351425,392.0666666640529,Child-Heavy,0.6730860304208015,0.9974559023066486,0
Madhya Pradesh,Tikamgarh,5389,1449,27,6865,0.7849963583394027,0.2110706482155863,0.003932993445010925,253.25925925832126,Child-Heavy,0.7134465345237943,0.996067006554989,0
Madhya Pradesh,Ujjain,12191,1721,82,13994,0.8711590681720738,0.12298127769043876,0.005859654137487494,169.65853658515894,Child-Heavy,0.7057459130963113,0.9941403458625125,0
Madhya Pradesh,Umaria,3734,771,18,4523,0.8255582577934999,0.1704620826884811,0.003979659518019014,250.27777777638738,Child-Heavy,0.6903101335681084,0.996020340481981,0
Madhya Pradesh,Vidisha,6866,1847,148,8861,0.7748561110484145,0.20844148515968852,0.016702403791897077,58.87162162158185,Child-Heavy,1.0948012142951127,0.983297596208103,0
Madhya Pradesh,West Nimar,221,52,2,275,0.8036363636363636,0.1890909090909091,0.007272727272727273,136.499999993175,Child-Heavy,0.934536642216527,0.9927272727272727,4
Maharashtra,Ahmadnagar,8579,2183,124,10886,0.7880764284401984,0.20053279441484476,0.011390777144956826,86.79032258057516,Child-Heavy,0.8916056341388789,0.9886092228550432,0
Maharashtra,Ahmed Nagar,131,39,0,170,0.7705882352941177,0.22941176470588234,0.0,1700000000000.0,Child-Heavy,0.8079899447506759,1.0,4
Maharashtra,Ahmednagar,182,158,28,368,0.4945652173913043,0.42934782608695654,0.07608695652173914,12.142857142813776,Child-Heavy,0.0,0.9239130434782609,4
Maharashtra,Akola,3735,633,27,4395,0.8498293515358362,0.1440273037542662,0.0061433447098976105,161.7777777771786,Child-Heavy,0.8912453920189264,0.9938566552901024,0
Maharashtra,Amravati,5376,1009,107,6492,0.8280961182994455,0.15542205791743685,0.016481823783117685,59.67289719620591,Child-Heavy,0.8732772146751268,0.9835181762168823,0
Maharashtra,Aurangabad,7463,2689,93,10245,0.7284529038555393,0.2624694973157638,0.009077598828696925,109.16129032246326,Child-Heavy,0.7290345639241621,0.9909224011713031,0
Maharashtra,Beed,5636,1890,233,7759,0.7263822657558964,0.2435880912488723,0.030029642995231344,32.300429184535496,Child-Heavy,1.7697976479720365,0.9699703570047686,0
Maharashtra,Bhandara,1793,55,6,1854,0.9670981661272924,0.0296655879180151,0.003236245954692557,307.99999999486664,Child-Heavy,0.8271925329102626,0.9967637540453075,0
Maharashtra,Bid,167,66,0,233,0.7167381974248928,0.2832618025751073,0.0,2330000000000.0,Child-Heavy,0.8264740896722889,1.0,4
Maharashtra,Buldana,571,55,0,626,0.9121405750798722,0.0878594249201278,0.0,6260000000000.0,Child-Heavy,0.6607556354617327,1.0,4
Maharashtra,Buldhana,4047,874,116,5037,0.8034544371649791,0.1735159817351598,0.02302958109986103,42.42241379306687,Child-Heavy,1.968407220577365,0.9769704189001389,0
Maharashtra,Chandrapur,3899,371,86,4356,0.8950872359963269,0.08516988062442608,0.019742883379247015,49.65116279063994,Child-Heavy,0.9515706940195449,0.980257116620753,0
Maharashtra,Chatrapati Sambhaji Nagar,38,33,4,75,0.5066666666666667,0.44,0.05333333333333334,17.74999999955625,Child-Heavy,0.700528900694343,0.9466666666666668,4
Maharashtra,Chhatrapati Sambhajinagar,171,130,100,401,0.42643391521197005,0.32418952618453867,0.24937655860349128,3.0099999999969898,Child-Heavy,1.0840846336706487,0.7506234413965087,3
Maharashtra,Dharashiv,54,16,23,93,0.5806451612903226,0.17204301075268819,0.24731182795698925,3.043478260856333,Child-Heavy,0.6207480132989626,0.7526881720430108,3
Maharashtra,Dhule,6674,4278,350,11302,0.5905149531056451,0.37851707662360645,0.03096797027074854,31.291428571419633,Child-Heavy,1.7247826784423774,0.9690320297292515,0
Maharashtra,Gadchiroli,2052,265,22,2339,0.877297990594271,0.11329628046173579,0.00940572894399316,105.3181818177031,Child-Heavy,0.756608652747226,0.9905942710560068,0
Maharashtra,Gondiya,2579,96,5,2680,0.9623134328358209,0.03582089552238806,0.0018656716417910447,534.9999999893,Child-Heavy,0.6671728557685228,0.998134328358209,0
Maharashtra,Hingoli,5203,1369,286,6858,0.7586759988334791,0.19962088072324294,0.041703120443277925,22.979020979012944,Child-Heavy,2.7437426639446176,0.958296879556722,1
Maharashtra,Jalgaon,9724,2497,206,12427,0.7824897400820794,0.20093345135591856,0.016576808562002093,59.325242718417805,Child-Heavy,0.8930923834172572,0.983423191437998,0
Maharashtra,Jalna,4314,897,18,5229,0.8250143430866322,0.17154331612162937,0.0034423407917383822,289.4999999983917,Child-Heavy,0.6851946015171406,0.9965576592082617,0
Maharashtra,Kolhapur,6324,970,69,7363,0.8588890397935625,0.13173977998098602,0.009371180225451583,105.71014492738303,Child-Heavy,0.6646242573792976,0.9906288197745485,0
Maharashtra,Latur,5206,1524,137,6867,0.7581185379350517,0.2219309742245522,0.019950487840396096,49.124087591205026,Child-Heavy,0.866822863857699,0.9800495121596039,0
Maharashtra,Mumbai,6740,2501,63,9304,0.7244196044711951,0.2688091143594153,0.00677128116938951,146.68253968230684,Child-Heavy,0.8663607576235909,0.9932287188306104,0
Maharashtra,Mumbai City,1168,191,71,1430,0.8167832167832167,0.13356643356643358,0.04965034965034965,19.140845070395574,Child-Heavy,0.6524985947064655,0.9503496503496504,4
Maharashtra,Mumbai Suburban,6828,2720,537,10085,0.6770451165096678,0.2697074863658899,0.05324739712444224,17.780260707631697,Child-Heavy,3.4290007532912647,0.9467526028755577,1
Maharashtra,Mumbai( Sub Urban ),89,23,0,112,0.7946428571428571,0.20535714285714285,0.0,1120000000000.0,Child-Heavy,0.7065347957373885,1.0,4
Maharashtra,Nagpur,9742,1486,229,11457,0.850309854237584,0.1297023653661517,0.019987780396264292,49.03056768556811,Child-Heavy,0.925387964750396,0.9800122196037357,0
Maharashtra,Nanded,8611,2424,326,11361,0.7579438429715694,0.21336149986796937,0.028694657160461226,33.84969325152336,Child-Heavy,1.3117193827977993,0.9713053428395387,0
