state,district,age_0_5,age_5_17,age_18_greater,total_enrol,child_enrol_share,bio_5_17,bio_17_plus,total_bio,demo_5_17,demo_17_plus,total_demo,total_updates,child_updates,child_update_share,child_gap,update_intensity
Maharashtra,Akola,3966.0,693.0,49.0,4708.0,0.9895921835174172,53986.0,131099.0,185085.0,2889.0,59193.0,62082.0,247167.0,56875.0,0.23010757908620488,-0.7594846044312122,52.49936278674596
Maharashtra,Amravati,5783.0,1025.0,107.0,6915.0,0.984526391901663,103569.0,234714.0,338283.0,5974.0,90217.0,96191.0,434474.0,109543.0,0.2521278603552802,-0.7323985315463828,62.83065798987708
Maharashtra,Aurangabad,12374.0,4874.0,145.0,17393.0,0.9916633128269994,110323.0,201050.0,311373.0,8266.0,146863.0,155129.0,466502.0,118589.0,0.25420898517048157,-0.7374543276565177,26.82124992813201
Maharashtra,Beed,7454.0,2461.0,270.0,10185.0,0.9734904270986745,114059.0,141436.0,255495.0,8927.0,162224.0,171151.0,426646.0,122986.0,0.28826240021001015,-0.6852280268886644,41.889641629847816
Maharashtra,Bhandara,1842.0,55.0,6.0,1903.0,0.9968470835522859,31856.0,70348.0,102204.0,1658.0,36236.0,37894.0,140098.0,33514.0,0.23921826150266243,-0.7576288220496235,73.61954808197582
Maharashtra,Bid,439.0,129.0,0.0,568.0,1.0,538.0,9354.0,9892.0,122.0,11796.0,11918.0,21810.0,660.0,0.030261348005502064,-0.9697386519944979,38.397887323943664
Maharashtra,Buldana,963.0,112.0,0.0,1075.0,1.0,3169.0,32568.0,35737.0,240.0,22701.0,22941.0,58678.0,3409.0,0.05809673131326903,-0.941903268686731,54.584186046511626
Maharashtra,Buldhana,5849.0,1093.0,142.0,7084.0,0.9799548277809147,84533.0,134968.0,219501.0,4282.0,109890.0,114172.0,333673.0,88815.0,0.2661737689294609,-0.7137810588514538,47.102343308865045
Maharashtra,Chandrapur,4014.0,375.0,86.0,4475.0,0.980782122905028,65688.0,147946.0,213634.0,3249.0,108822.0,112071.0,325705.0,68937.0,0.2116547182266161,-0.7691274046784119,72.7832402234637
Maharashtra,Chatrapati Sambhaji Nagar,114.0,81.0,16.0,211.0,0.9241706161137441,413.0,1791.0,2204.0,770.0,6870.0,7640.0,9844.0,1183.0,0.12017472572125153,-0.8039958903924925,46.654028436018955
Maharashtra,Chhatrapati Sambhajinagar,411.0,365.0,234.0,1010.0,0.7683168316831683,842.0,4025.0,4867.0,1424.0,13314.0,14738.0,19605.0,2266.0,0.11558275950012752,-0.6527340721830408,19.41089108910891
Maharashtra,Dharashiv,89.0,28.0,27.0,144.0,0.8125,121.0,522.0,643.0,239.0,2949.0,3188.0,3831.0,360.0,0.09397024275646046,-0.7185297572435395,26.604166666666668
Maharashtra,Dhule,7244.0,4842.0,519.0,12605.0,0.9588258627528758,72244.0,125610.0,197854.0,3645.0,58263.0,61908.0,259762.0,75889.0,0.2921481971958947,-0.6666776655569812,20.60785402618009
Maharashtra,Dist : Thane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Maharashtra,Gadchiroli,2084.0,268.0,22.0,2374.0,0.9907329401853412,38590.0,102075.0,140665.0,2371.0,50327.0,52698.0,193363.0,40961.0,0.21183473570434883,-0.7788982044809923,81.4502948609941
Maharashtra,Gondia,25.0,4.0,0.0,29.0,1.0,26.0,839.0,865.0,18.0,957.0,975.0,1840.0,44.0,0.02391304347826087,-0.9760869565217392,63.44827586206897
Maharashtra,Gondiya,2780.0,104.0,6.0,2890.0,0.9979238754325259,35448.0,61066.0,96514.0,3464.0,60154.0,63618.0,160132.0,38912.0,0.24299952539155198,-0.7549243500409739,55.40899653979239
Maharashtra,Gondiya *,53.0,4.0,0.0,57.0,1.0,67.0,1341.0,1408.0,27.0,1981.0,2008.0,3416.0,94.0,0.027517564402810304,-0.9724824355971897,59.92982456140351
Maharashtra,Hingoli,6359.0,1457.0,373.0,8189.0,0.9544510929295397,45691.0,71373.0,117064.0,2729.0,93822.0,96551.0,213615.0,48420.0,0.2266694754581841,-0.7277816174713556,26.085602637684698
Maharashtra,Hingoli *,1.0,0.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,3.0,3.0,12.0,0.0,0.0,-1.0,12.0
Maharashtra,Jalgaon,10454.0,2579.0,227.0,13260.0,0.9828808446455505,148853.0,268531.0,417384.0,7782.0,143294.0,151076.0,568460.0,156635.0,0.2755426942968722,-0.7073381503486782,42.87028657616893
Maharashtra,Jalna,4627.0,944.0,19.0,5590.0,0.9966010733452594,71820.0,120872.0,192692.0,4102.0,75438.0,79540.0,272232.0,75922.0,0.2788871256869141,-0.7177139476583453,48.699821109123434
Maharashtra,Kolhapur,6423.0,985.0,72.0,7480.0,0.9903743315508021,118410.0,152674.0,271084.0,5819.0,124115.0,129934.0,401018.0,124229.0,0.30978409946685687,-0.6805902320839452,53.612032085561495
Maharashtra,Latur,5828.0,1631.0,148.0,7607.0,0.980544235572499,74375.0,172366.0,246741.0,5957.0,119670.0,125627.0,372368.0,80332.0,0.21573282344347527,-0.7648114121290237,48.95070329959248
Maharashtra,Mumbai,10594.0,3881.0,77.0,14552.0,0.9947086311159978,119615.0,284744.0,404359.0,7094.0,128389.0,135483.0,539842.0,126709.0,0.23471497215852047,-0.7599936589574774,37.09744365035734
Maharashtra,Mumbai City,2314.0,449.0,166.0,2929.0,0.9433253670194606,28377.0,19194.0,47571.0,4950.0,46925.0,51875.0,99446.0,33327.0,0.33512660137159866,-0.6081987656478619,33.9522021167634
Maharashtra,Mumbai Suburban,12480.0,4946.0,790.0,18216.0,0.9566315327184892,99373.0,74817.0,174190.0,19869.0,173108.0,192977.0,367167.0,119242.0,0.3247623016229672,-0.6318692310955221,20.15629117259552
Maharashtra,Mumbai( Sub Urban ),340.0,79.0,0.0,419.0,1.0,454.0,4473.0,4927.0,51.0,3590.0,3641.0,8568.0,505.0,0.058940242763772174,-0.9410597572362278,20.44868735083532
Maharashtra,Nagpur,10093.0,1502.0,233.0,11828.0,0.9803009807237064,112851.0,238072.0,350923.0,13044.0,145857.0,158901.0,509824.0,125895.0,0.2469381590509666,-0.7333628216727398,43.10314507947244
Maharashtra,Nanded,9164.0,2447.0,336.0,11947.0,0.9718757847158283,124730.0,217810.0,342540.0,7187.0,229602.0,236789.0,579329.0,131917.0,0.22770653635499,-0.7441692483608382,48.49158784632125
Maharashtra,Nandurbar,7649.0,2630.0,237.0,10516.0,0.9774629136553823,67146.0,132601.0,199747.0,2966.0,38078.0,41044.0,240791.0,70112.0,0.29117367343463835,-0.6862892402207439,22.89758463294028
Maharashtra,Nandurbar *,106.0,33.0,1.0,140.0,0.9928571428571429,16.0,1629.0,1645.0,0.0,600.0,600.0,2245.0,16.0,0.0071269487750556795,-0.9857301940820872,16.035714285714285
Maharashtra,Nashik,16262.0,5802.0,304.0,22368.0,0.9864091559370529,213100.0,363506.0,576606.0,14785.0,231315.0,246100.0,822706.0,227885.0,0.27699445488424784,-0.7094147010528051,36.78048998569385
Maharashtra,Osmanabad,3303.0,713.0,10.0,4026.0,0.9975161450571287,62688.0,92367.0,155055.0,3015.0,105818.0,108833.0,263888.0,65703.0,0.24898062814527375,-0.7485355169118549,65.54595131644312
Maharashtra,Palghar,7343.0,3191.0,165.0,10699.0,0.984577997943733,91196.0,66756.0,157952.0,9003.0,113104.0,122107.0,280059.0,100199.0,0.3577781824544114,-0.6267998154893216,26.17618469015796
Maharashtra,Parbhani,5062.0,1011.0,199.0,6272.0,0.9682716836734694,77890.0,106136.0,184026.0,4432.0,112397.0,116829.0,300855.0,82322.0,0.273626830200595,-0.6946448534728744,47.96795280612245
Maharashtra,Pune,24088.0,6536.0,1139.0,31763.0,0.9641406668135881,283480.0,322282.0,605762.0,32644.0,405834.0,438478.0,1044240.0,316124.0,0.30273117291044205,-0.6614094939031461,32.87598778452917
Maharashtra,Raigad,2585.0,743.0,105.0,3433.0,0.969414506262744,4153.0,9872.0,14025.0,3584.0,38777.0,42361.0,56386.0,7737.0,0.1372149115028553,-0.8321995947598886,16.42470142732304
Maharashtra,Raigarh,4414.0,815.0,1.0,5230.0,0.9998087954110899,74452.0,82211.0,156663.0,4049.0,81818.0,85867.0,242530.0,78501.0,0.32367542159732815,-0.6761333738137618,46.37284894837476
Maharashtra,Raigarh(MH),72.0,16.0,0.0,88.0,1.0,24.0,476.0,500.0,8.0,845.0,853.0,1353.0,32.0,0.023651145602365115,-0.9763488543976349,15.375
Maharashtra,Ratnagiri,2352.0,219.0,32.0,2603.0,0.9877064925086438,56842.0,82347.0,139189.0,2652.0,50357.0,53009.0,192198.0,59494.0,0.3095453646760112,-0.6781611278326327,73.83711102573953
Maharashtra,Sangli,5697.0,1802.0,133.0,7632.0,0.9825733752620545,94241.0,128772.0,223013.0,3462.0,86422.0,89884.0,312897.0,97703.0,0.31225291389818377,-0.6703204613638707,40.998034591194966
Maharashtra,Satara,5148.0,717.0,156.0,6021.0,0.974090682610862,103754.0,105815.0,209569.0,3951.0,94272.0,98223.0,307792.0,107705.0,0.3499278733690284,-0.6241628092418335,51.119747550240824
Maharashtra,Sindhudurg,1121.0,59.0,22.0,1202.0,0.9816971713810316,21284.0,27093.0,48377.0,1069.0,26823.0,27892.0,76269.0,22353.0,0.29308106832395864,-0.688616103057073,63.45174708818636
Maharashtra,Solapur,9537.0,2495.0,260.0,12292.0,0.9788480312398308,154623.0,179884.0,334507.0,7735.0,257811.0,265546.0,600053.0,162358.0,0.2705727660723303,-0.7082752651675005,48.816547347868536
Maharashtra,Thane,29092.0,13629.0,967.0,43688.0,0.9778657754989929,202896.0,368377.0,571273.0,36090.0,411163.0,447253.0,1018526.0,238986.0,0.23463907646932922,-0.7432266990296637,23.313633034242812
Maharashtra,Wardha,1859.0,89.0,5.0,1953.0,0.9974398361495136,41487.0,84972.0,126459.0,2320.0,28022.0,30342.0,156801.0,43807.0,0.27937959579339416,-0.7180602403561194,80.28725038402457
Maharashtra,Washim,3041.0,300.0,45.0,3386.0,0.9867099822799764,44911.0,93709.0,138620.0,1584.0,52290.0,53874.0,192494.0,46495.0,0.241539996051825,-0.7451699862281514,56.84997046662729
Maharashtra,Washim *,28.0,4.0,0.0,32.0,1.0,60.0,779.0,839.0,6.0,989.0,995.0,1834.0,66.0,0.03598691384950927,-0.9640130861504908,57.3125
Maharashtra,Yavatmal,6054.0,1339.0,201.0,7594.0,0.9735317355807216,92600.0,234587.0,327187.0,5104.0,191008.0,196112.0,523299.0,97704.0,0.18670779038370033,-0.7868239451970213,68.90953384250724
Manipur,Bishnupur,516.0,559.0,42.0,1117.0,0.9623992837958818,19678.0,10631.0,30309.0,5183.0,36872.0,42055.0,72364.0,24861.0,0.343554806257255,-0.6188444775386268,64.78424350940018
Manipur,Chandel,244.0,510.0,5.0,759.0,0.9934123847167325,4719.0,3964.0,8683.0,1247.0,7742.0,8989.0,17672.0,5966.0,0.33759619737437757,-0.6558161873423549,23.2832674571805
Manipur,Churachandpur,1256.0,3274.0,108.0,4638.0,0.9767141009055628,11461.0,7351.0,18812.0,2734.0,16539.0,19273.0,38085.0,14195.0,0.3727189182092687,-0.603995182696294,8.211513583441139
Manipur,Imphal East,559.0,564.0,9.0,1132.0,0.9920494699646644,36938.0,22336.0,59274.0,7534.0,48486.0,56020.0,115294.0,44472.0,0.3857269242111472,-0.6063225457535172,101.84982332155477
Manipur,Imphal West,645.0,559.0,32.0,1236.0,0.9741100323624595,36009.0,25302.0,61311.0,7316.0,52034.0,59350.0,120661.0,43325.0,0.3590638234392223,-0.6150462089232372,97.62216828478964
Manipur,Jiribam,53.0,91.0,1.0,145.0,0.993103448275862,452.0,1514.0,1966.0,305.0,1692.0,1997.0,3963.0,757.0,0.1910169063840525,-0.8020865418918095,27.33103448275862
Manipur,Kakching,39.0,69.0,1.0,109.0,0.9908256880733946,1363.0,684.0,2047.0,600.0,2725.0,3325.0,5372.0,1963.0,0.3654132539091586,-0.625412434164236,49.28440366972477
Manipur,Kangpokpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,0.6666666666666666,0.6666666666666666,3.0
Manipur,Pherzawl,1.0,10.0,0.0,11.0,1.0,2.0,0.0,2.0,14.0,162.0,176.0,178.0,16.0,0.0898876404494382,-0.9101123595505618,16.181818181818183
Manipur,Senapati,764.0,721.0,16.0,1501.0,0.9893404397068621,12619.0,9977.0,22596.0,4776.0,20734.0,25510.0,48106.0,17395.0,0.36159730594936185,-0.6277431337575003,32.04930046635576
Manipur,Tamenglong,297.0,634.0,29.0,960.0,0.9697916666666667,4067.0,3787.0,7854.0,2211.0,8220.0,10431.0,18285.0,6278.0,0.34334153677878043,-0.6264501298878863,19.046875
Manipur,Thoubal,423.0,638.0,6.0,1067.0,0.9943767572633552,32794.0,23249.0,56043.0,7639.0,51605.0,59244.0,115287.0,40433.0,0.350716039102414,-0.6436607181609412,108.04779756326148
Manipur,Ukhrul,343.0,424.0,14.0,781.0,0.9820742637644047,6363.0,7327.0,13690.0,1903.0,13273.0,15176.0,28866.0,8266.0,0.2863576526016767,-0.695716611162728,36.960307298335465
Meghalaya,East Garo Hills,1012.0,3366.0,1674.0,6052.0,0.7233972240581625,975.0,1749.0,2724.0,251.0,6094.0,6345.0,9069.0,1226.0,0.13518579777263204,-0.5882114262855305,1.498512888301388
Meghalaya,East Jaintia Hills,983.0,2354.0,1796.0,5133.0,0.650107149814923,2042.0,740.0,2782.0,445.0,2949.0,3394.0,6176.0,2487.0,0.4026878238341969,-0.24741932598072613,1.2031950126631599
Meghalaya,East Khasi Hills,4258.0,14606.0,9948.0,28812.0,0.6547271970012495,8982.0,12022.0,21004.0,1876.0,14484.0,16360.0,37364.0,10858.0,0.29060057809656353,-0.36412661890468595,1.2968207691239761
Meghalaya,Eastern West Khasi Hills,3.0,226.0,589.0,818.0,0.27995110024449876,2.0,6.0,8.0,49.0,257.0,306.0,314.0,51.0,0.1624203821656051,-0.11753071807889368,0.38386308068459657
Meghalaya,Jaintia Hills,4.0,0.0,0.0,4.0,1.0,1.0,7.0,8.0,1.0,24.0,25.0,33.0,2.0,0.06060606060606061,-0.9393939393939394,8.25
Meghalaya,Kamrup,13.0,71.0,59.0,143.0,0.5874125874125874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5874125874125874,0.0
Meghalaya,North Garo Hills,457.0,1854.0,758.0,3069.0,0.7530140110785272,816.0,427.0,1243.0,182.0,3650.0,3832.0,5075.0,998.0,0.19665024630541872,-0.5563637647731084,1.6536331052460085
Meghalaya,Ri Bhoi,1338.0,4598.0,3372.0,9308.0,0.6377309840996992,2847.0,1677.0,4524.0,866.0,7350.0,8216.0,12740.0,3713.0,0.2914442700156986,-0.3462867140840006,1.3687150837988826
Meghalaya,South Garo Hills,568.0,2427.0,1446.0,4441.0,0.6743976581850935,584.0,701.0,1285.0,250.0,3754.0,4004.0,5289.0,834.0,0.15768576290414066,-0.5167118952809528,1.1909479846881332
Meghalaya,South West Garo Hills,2417.0,1656.0,883.0,4956.0,0.8218321226795803,2485.0,2430.0,4915.0,493.0,6689.0,7182.0,12097.0,2978.0,0.24617673803422335,-0.5756553846453569,2.4408797417271995
Meghalaya,South West Khasi Hills,789.0,1543.0,1114.0,3446.0,0.6767266395821242,1894.0,1538.0,3432.0,643.0,4097.0,4740.0,8172.0,2537.0,0.31045031815956925,-0.36627632142255495,2.371445153801509
Meghalaya,West Garo Hills,4545.0,6790.0,4540.0,15875.0,0.714015748031496,8275.0,25195.0,33470.0,1141.0,13829.0,14970.0,48440.0,9416.0,0.1943848059454996,-0.5196309420859965,3.0513385826771655
Meghalaya,West Jaintia Hills,2382.0,5636.0,3798.0,11816.0,0.6785714285714286,4302.0,1875.0,6177.0,898.0,6562.0,7460.0,13637.0,5200.0,0.3813155386081983,-0.2972558899632303,1.154113067027759
Meghalaya,West Khasi Hills,2410.0,8178.0,5310.0,15898.0,0.6659957227324191,3326.0,2728.0,6054.0,1331.0,9213.0,10544.0,16598.0,4657.0,0.2805759730087962,-0.3854197497236229,1.0440306956849918
Mizoram,Aizawl,762.0,236.0,61.0,1059.0,0.9423984891406988,26633.0,11044.0,37677.0,1533.0,11359.0,12892.0,50569.0,28166.0,0.5569815499614388,-0.38541693917926,47.75165250236072
Mizoram,Champhai,805.0,269.0,91.0,1165.0,0.9218884120171674,11652.0,4316.0,15968.0,576.0,5893.0,6469.0,22437.0,12228.0,0.5449926460756785,-0.3768957659414889,19.259227467811158
Mizoram,Hnahthial,2.0,0.0,0.0,2.0,1.0,10.0,7.0,17.0,4.0,43.0,47.0,64.0,14.0,0.21875,-0.78125,32.0
Mizoram,Khawzawl,5.0,7.0,24.0,36.0,0.3333333333333333,6.0,2.0,8.0,8.0,27.0,35.0,43.0,14.0,0.32558139534883723,-0.007751937984496082,1.1944444444444444
Mizoram,Kolasib,189.0,51.0,35.0,275.0,0.8727272727272727,8032.0,2899.0,10931.0,678.0,3189.0,3867.0,14798.0,8710.0,0.5885930531152859,-0.2841342196119868,53.81090909090909
Mizoram,Lawngtlai,1164.0,381.0,97.0,1642.0,0.940925700365408,8990.0,4440.0,13430.0,391.0,4004.0,4395.0,17825.0,9381.0,0.5262833099579243,-0.41464239040748374,10.855663824604141
Mizoram,Lunglei,541.0,116.0,69.0,726.0,0.9049586776859504,10249.0,5040.0,15289.0,1087.0,6236.0,7323.0,22612.0,11336.0,0.501326729170352,-0.40363194851559836,31.146005509641874
Mizoram,Mamit,141.0,27.0,3.0,171.0,0.9824561403508771,8827.0,1888.0,10715.0,330.0,1479.0,1809.0,12524.0,9157.0,0.7311561801341424,-0.25129996021673473,73.23976608187135
Mizoram,Mammit,71.0,8.0,0.0,79.0,1.0,1723.0,1134.0,2857.0,35.0,601.0,636.0,3493.0,1758.0,0.5032922988834813,-0.49670770111651874,44.21518987341772
Mizoram,Saiha,374.0,181.0,102.0,657.0,0.8447488584474886,4477.0,1279.0,5756.0,215.0,1636.0,1851.0,7607.0,4692.0,0.6168003154988826,-0.227948542948606,11.578386605783866
Mizoram,Saitual,2.0,3.0,7.0,12.0,0.4166666666666667,37.0,40.0,77.0,8.0,119.0,127.0,204.0,45.0,0.22058823529411764,-0.19607843137254904,17.0
Mizoram,Serchhip,80.0,16.0,6.0,102.0,0.9411764705882353,4895.0,2709.0,7604.0,437.0,2018.0,2455.0,10059.0,5332.0,0.5300725718262252,-0.41110389876201003,98.61764705882354
Nagaland,Chumukedima,37.0,97.0,50.0,184.0,0.7282608695652174,245.0,406.0,651.0,254.0,1583.0,1837.0,2488.0,499.0,0.20056270096463022,-0.5276981686005872,13.521739130434783
Nagaland,Dimapur,1118.0,1802.0,276.0,3196.0,0.9136420525657072,9331.0,15892.0,25223.0,817.0,7398.0,8215.0,33438.0,10148.0,0.3034870506609247,-0.6101550019047826,10.462453066332916
Nagaland,Kiphire,163.0,693.0,52.0,908.0,0.9427312775330396,1576.0,2734.0,4310.0,261.0,1697.0,1958.0,6268.0,1837.0,0.2930759412890874,-0.6496553362439522,6.903083700440528
Nagaland,Kohima,562.0,952.0,107.0,1621.0,0.9339913633559531,3226.0,10727.0,13953.0,276.0,3032.0,3308.0,17261.0,3502.0,0.20288511673715312,-0.7311062466188,10.648365206662554
Nagaland,Longleng,205.0,636.0,48.0,889.0,0.9460067491563554,671.0,2003.0,2674.0,132.0,688.0,820.0,3494.0,803.0,0.2298225529479107,-0.7161841962084448,3.9302587176602923
Nagaland,Meluri,2.0,13.0,2.0,17.0,0.8823529411764706,160.0,705.0,865.0,8.0,88.0,96.0,961.0,168.0,0.17481789802289283,-0.7075350431535777,56.529411764705884
Nagaland,Mokokchung,132.0,315.0,43.0,490.0,0.9122448979591836,2120.0,6425.0,8545.0,189.0,2507.0,2696.0,11241.0,2309.0,0.20540877146161374,-0.7068361264975699,22.940816326530612
Nagaland,Mon,618.0,1434.0,171.0,2223.0,0.9230769230769231,5267.0,8777.0,14044.0,837.0,3825.0,4662.0,18706.0,6104.0,0.3263124131294772,-0.5967645099474459,8.414754835807468
Nagaland,Niuland,14.0,15.0,2.0,31.0,0.9354838709677419,110.0,175.0,285.0,57.0,316.0,373.0,658.0,167.0,0.25379939209726443,-0.6816844788704775,21.225806451612904
Nagaland,Noklak,70.0,246.0,38.0,354.0,0.8926553672316384,227.0,520.0,747.0,62.0,385.0,447.0,1194.0,289.0,0.24204355108877723,-0.6506118161428611,3.3728813559322033
Nagaland,Peren,511.0,843.0,100.0,1454.0,0.9312242090784044,1819.0,2765.0,4584.0,391.0,1413.0,1804.0,6388.0,2210.0,0.3459611772072636,-0.5852630318711408,4.393397524071527
Nagaland,Phek,309.0,695.0,39.0,1043.0,0.962607861936721,1620.0,7138.0,8758.0,155.0,1313.0,1468.0,10226.0,1775.0,0.17357715626833561,-0.7890307056683854,9.804410354745926
Nagaland,Shamator,3.0,221.0,23.0,247.0,0.9068825910931174,36.0,134.0,170.0,51.0,382.0,433.0,603.0,87.0,0.14427860696517414,-0.7626039841279433,2.4412955465587043
Nagaland,Tseminyu,7.0,15.0,10.0,32.0,0.6875,53.0,133.0,186.0,7.0,84.0,91.0,277.0,60.0,0.21660649819494585,-0.4708935018050542,8.65625
Nagaland,Tuensang,512.0,983.0,84.0,1579.0,0.9468017732742242,2650.0,7058.0,9708.0,464.0,3775.0,4239.0,13947.0,3114.0,0.22327382232738224,-0.723527950946842,8.832805573147562
Nagaland,Wokha,118.0,410.0,30.0,558.0,0.946236559139785,1973.0,4954.0,6927.0,132.0,1773.0,1905.0,8832.0,2105.0,0.23833786231884058,-0.7078986968209444,15.827956989247312
Nagaland,Zunheboto,131.0,583.0,47.0,761.0,0.938239159001314,1477.0,6486.0,7963.0,221.0,2218.0,2439.0,10402.0,1698.0,0.16323783887713902,-0.775001320124175,13.6688567674113
Nagpur,Near Uday nagar NIT garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
ODISHA,NUAPADA,1.0,0.0,0.0,1.0,1.0,9.0,25.0,34.0,3.0,47.0,50.0,84.0,12.0,0.14285714285714285,-0.8571428571428572,84.0
Odisha,ANGUL,1.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,1.0,8.0,9.0,14.0,4.0,0.2857142857142857,-0.7142857142857143,14.0
Odisha,ANUGUL,12.0,1.0,0.0,13.0,1.0,80.0,165.0,245.0,4.0,141.0,145.0,390.0,84.0,0.2153846153846154,-0.7846153846153846,30.0
Odisha,Angul,2582.0,413.0,14.0,3009.0,0.9953472914589565,32301.0,31747.0,64048.0,4007.0,25448.0,29455.0,93503.0,36308.0,0.38830839652203675,-0.6070388949369198,31.074443336656696
Odisha,Anugal,1.0,2.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,11.0,11.0,15.0,0.0,0.0,-1.0,5.0
Odisha,Anugul,117.0,26.0,0.0,143.0,1.0,357.0,1297.0,1654.0,75.0,1383.0,1458.0,3112.0,432.0,0.13881748071979436,-0.8611825192802056,21.762237762237763
Odisha,BALANGIR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Odisha,Balangir,4254.0,924.0,56.0,5234.0,0.9893007260221628,46325.0,42647.0,88972.0,4999.0,32805.0,37804.0,126776.0,51324.0,0.4048400328137818,-0.584460693208381,24.221627818112342
Odisha,Baleshwar,641.0,204.0,0.0,845.0,1.0,5494.0,15570.0,21064.0,767.0,9516.0,10283.0,31347.0,6261.0,0.19973203177337545,-0.8002679682266245,37.097041420118344
Odisha,Baleswar,4864.0,1147.0,4.0,6015.0,0.999334995843724,60252.0,44411.0,104663.0,8027.0,35181.0,43208.0,147871.0,68279.0,0.46174706331870347,-0.5375879325250206,24.58370739817124
Odisha,Balianta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Odisha,Bargarh,4329.0,818.0,3.0,5150.0,0.9994174757281553,41870.0,38922.0,80792.0,4540.0,30165.0,34705.0,115497.0,46410.0,0.4018286189251669,-0.5975888568029883,22.426601941747574
Odisha,Baudh,138.0,33.0,0.0,171.0,1.0,936.0,3904.0,4840.0,59.0,1067.0,1126.0,5966.0,995.0,0.16677841099564197,-0.833221589004358,34.888888888888886
Odisha,Bhadrak,3369.0,1137.0,14.0,4520.0,0.9969026548672566,51497.0,40578.0,92075.0,6869.0,33174.0,40043.0,132118.0,58366.0,0.4417717494966621,-0.5551309053705945,29.229646017699114
Odisha,Bhadrak(R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Odisha,Boudh,1177.0,245.0,2.0,1424.0,0.9985955056179775,12444.0,11863.0,24307.0,1352.0,7835.0,9187.0,33494.0,13796.0,0.41189466770167793,-0.5867008379162996,23.521067415730336
Odisha,Cuttack,4040.0,1025.0,15.0,5080.0,0.9970472440944882,65497.0,69264.0,134761.0,5831.0,42805.0,48636.0,183397.0,71328.0,0.3889267545270642,-0.6081204895674239,36.10177165354331
Odisha,Debagarh,776.0,95.0,5.0,876.0,0.9942922374429224,8406.0,7841.0,16247.0,1020.0,6962.0,7982.0,24229.0,9426.0,0.3890379297536011,-0.6052543076893213,27.658675799086758
Odisha,Dhenkanal,2358.0,525.0,8.0,2891.0,0.9972327914216534,37411.0,38664.0,76075.0,4436.0,24867.0,29303.0,105378.0,41847.0,0.39711324944485565,-0.6001195419767977,36.450363196125906
Odisha,Gajapati,1658.0,318.0,18.0,1994.0,0.9909729187562688,30076.0,28850.0,58926.0,3254.0,18050.0,21304.0,80230.0,33330.0,0.4154306369188583,-0.5755422818374105,40.23570712136409
Odisha,Ganjam,6709.0,996.0,9.0,7714.0,0.9988332901218564,94544.0,87307.0,181851.0,12562.0,82023.0,94585.0,276436.0,107106.0,0.38745315371369865,-0.6113801364081577,35.835623541612655
Odisha,JAJPUR,1967.0,456.0,49.0,2472.0,0.9801779935275081,20905.0,15643.0,36548.0,2586.0,15996.0,18582.0,55130.0,23491.0,0.42610194086704156,-0.5540760526604666,22.301779935275082
Odisha,Jagatsinghapur,2821.0,304.0,24.0,3149.0,0.992378532867577,26284.0,21891.0,48175.0,2499.0,13109.0,15608.0,63783.0,28783.0,0.45126444350375494,-0.5411140893638221,20.25500158780565
Odisha,Jagatsinghpur,626.0,68.0,0.0,694.0,1.0,2860.0,9233.0,12093.0,230.0,4943.0,5173.0,17266.0,3090.0,0.17896443878142013,-0.8210355612185799,24.878962536023053
Odisha,Jajapur,2014.0,481.0,2.0,2497.0,0.999199038846616,28109.0,31245.0,59354.0,3818.0,22431.0,26249.0,85603.0,31927.0,0.37296590072777824,-0.6262331381188377,34.28233880656788
Odisha,Jajpur,10.0,7.0,0.0,17.0,1.0,85.0,201.0,286.0,6.0,229.0,235.0,521.0,91.0,0.1746641074856046,-0.8253358925143954,30.647058823529413
Odisha,Jharsuguda,1071.0,86.0,0.0,1157.0,1.0,13418.0,12371.0,25789.0,1824.0,14847.0,16671.0,42460.0,15242.0,0.3589731512011305,-0.6410268487988695,36.69835782195333
Odisha,Kalahandi,3350.0,1071.0,64.0,4485.0,0.9857302118171684,42854.0,52056.0,94910.0,5491.0,41886.0,47377.0,142287.0,48345.0,0.3397710261654262,-0.6459591856517422,31.725083612040134
Odisha,Kandhamal,2603.0,438.0,8.0,3049.0,0.9973761889143982,28755.0,30958.0,59713.0,4717.0,27055.0,31772.0,91485.0,33472.0,0.36587418702519536,-0.6315020018892028,30.004919645785503
